date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:01	12363/12363	---MCZ	200	added ('OK')	application/javascript	etag:W/%22304b-54a5f6bb62140%22	https://invitameok.com/invitaciones/js/pace.min.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/js/pace.min.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:02	8925/8925	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222dd-54a5f6bb62140%22	https://invitameok.com/invitaciones/js/jquery.smooth-scroll.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/js/jquery.smooth-scroll.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:02	22691/22691	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258a3-54a5f6bb62140%22	https://invitameok.com/invitaciones/js/jquery.validate.min.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/js/jquery.validate.min.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:02	16857/16857	---MCZ	200	added ('OK')	application/javascript	etag:W/%2241d9-5a1785c0c2300%22	https://invitameok.com/invitaciones/js/jquery-ui.min.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/js/jquery-ui.min.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:02	19927/19927	---MCZ	200	added ('OK')	application/javascript	etag:W/%224dd7-5d62295bd5a40%22	https://invitameok.com/invitaciones/qrgenerator/qrcode.min.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/qrgenerator/qrcode.min.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:02	15936/15936	---MCZ	200	added ('OK')	application/javascript	etag:W/%223e40-5d9b4c64f9c00%22	https://invitameok.com/invitaciones/js/venobox.min.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/js/venobox.min.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:03	17810/17810	---MCZ	200	added ('OK')	application/javascript	etag:W/%224592-64359e8abfdc0%22	https://invitameok.com/invitaciones/js/script.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/js/script.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:03	15/15	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:03%20GMT	https://invitameok.com/tradicional-catolica/paseCheck/b75bc547	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/paseCheck/b75bc547	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:04	12332/12332	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Dec%202025%2002:01:04%20GMT	https://invitameok.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://invitameok.com/tradicional-catolica/b75bc547)
20:01:04	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:04%20GMT	https://invitameok.com/tradicional-catolica/t	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/t	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:04	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:04%20GMT	https://invitameok.com/tradicional-catolica/signals/config/	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:04	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:05%20GMT	https://invitameok.com/tradicional-catolica/e	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/e	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:05	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:05%20GMT	https://invitameok.com/tradicional-catolica/signals/plugins/	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:05	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:05%20GMT	https://invitameok.com/tradicional-catolica/t.resolvedLink	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/t.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:05	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:05%20GMT	https://invitameok.com/tradicional-catolica/schema.org/	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:05	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:06%20GMT	https://invitameok.com/tradicional-catolica/e	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/e	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:06	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:06%20GMT	https://invitameok.com/tradicional-catolica/o	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/o	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:06	700/700	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:06%20GMT	https://invitameok.com/signals/iwl.js	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:06	700/700	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:07%20GMT	https://invitameok.com/signals/iwl.js?pixel_id=	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:07	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:07%20GMT	https://invitameok.com/tradicional-catolica/r.dl	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/r.dl	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:07	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:07%20GMT	https://invitameok.com/tradicional-catolica/r.rl	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/tradicional-catolica/r.rl	(from https://connect.facebook.net/en_US/fbevents.js)
20:01:08	213772/213772	---M--	200	added ('OK')	image/jpeg	etag:%223430c-5f5e435c4ecc0%22	https://invitameok.com/invitaciones/images/trivia/background/bg4.jpg	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/images/trivia/background/bg4.jpg	(from https://invitameok.com/invitaciones/css/trivia/style.css)
20:01:08	700/700	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:08%20GMT	https://invitameok.com/invitaciones/css/grabbing.png	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/css/grabbing.png	(from https://invitameok.com/invitaciones/css/owl.carousel.css)
20:01:08	700/700	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:08%20GMT	https://invitameok.com/invitaciones/css/AjaxLoader.gif	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/css/AjaxLoader.gif	(from https://invitameok.com/invitaciones/css/style.css)
20:01:08	700/700	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2002:01:09%20GMT	https://invitameok.com/invitaciones/gfx/icon-arrow-t1.png	C:/Users/BERNARDO%20ESPERANZA/Documents/PAGINA%20DE%20INVITACION/INVITACION/invitameok.com/invitaciones/gfx/icon-arrow-t1.png	(from https://invitameok.com/invitaciones/css/theme6.css)
